,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4066,0,0,0,0.7777777777777777,2,2,0,2,1,1,0,0.46169154228855724,0.42081121624740364
4067,0,1,0,0.9444444444444444,2,2,0,2,2,1,0,0.6104477611940298,0.6343180244634203
4068,0,1,1,0.19444444444444442,1,1,1,1,1,1,3,0.01243781094527363,0.029217632125548117
4069,0,1,1,0.9444444444444444,2,0,0,2,2,1,2,0.8089552238805969,0.7672744057235172
4070,1,1,0,0.7638888888888888,0,0,0,0,0,1,2,0.554726368159204,0.46545118855296563
4071,0,0,0,0.2222222222222222,2,0,0,0,0,1,2,0.20547263681592037,0.07449803831063928
4072,1,0,0,0.125,0,0,0,0,0,1,2,0.6099502487562188,0.0807465958919917
4073,0,1,1,0.19444444444444442,2,2,0,0,0,1,2,0.4696517412935324,0.10602354027232865
4074,1,1,0,0.8055555555555555,0,0,2,0,0,1,2,0.800497512437811,0.6685668128317563
4075,0,0,0,0.736111111111111,2,2,0,0,0,1,0,0.27910447761194024,0.2917205169628433
4076,0,1,0,0.9722222222222222,2,2,2,0,2,1,1,0.8069651741293532,0.7991807062081698
4077,1,1,1,0.19444444444444442,0,0,0,0,0,1,2,0.771641791044776,0.1531848603738749
4078,0,1,1,0.3055555555555555,2,0,2,2,1,1,0,0.49004975124378103,0.17600392337872145
4079,0,1,0,0.1388888888888889,2,0,0,0,0,1,1,0.5960199004975125,0.08612393261020079
4080,0,1,1,0.40277777777777773,1,1,1,1,2,0,3,0.07810945273631842,0.07774636510500808
4081,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.5109452736318407,0.005861989383798754
4082,0,1,0,0.6805555555555555,2,0,2,2,1,0,2,0.6577114427860695,0.46625317332102467
4083,1,1,0,0.9444444444444444,0,2,0,0,0,1,2,0.8154228855721393,0.7884664204938842
4084,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.5950248756218905,0.006837064389568427
4085,0,0,0,0.41666666666666663,0,0,0,2,1,1,1,0.2199004975124378,0.13480844680360027
4086,0,1,0,1.0,2,2,2,2,2,0,1,0.6064676616915423,0.6211747057465958
4087,0,0,0,0.1388888888888889,1,1,1,1,0,1,3,0.026368159203980085,0.026332794830371566
4088,0,0,0,0.09722222222222221,0,0,0,0,0,0,2,0.5507462686567164,0.05783521809369952
4089,0,0,0,0.125,0,0,0,0,0,1,2,0.5621890547263682,0.0793676436648973
4090,0,0,1,0.013888888888888888,2,0,0,0,0,0,3,0.31492537313432833,0.0035887375951996307
4091,0,0,0,0.2777777777777778,0,2,0,2,0,1,1,0.5039800995024876,0.15596007385183475
4092,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.019900497512437804,0.00016732056312024
4093,0,0,0,0.40277777777777773,0,0,0,0,0,1,1,0.5746268656716418,0.2534560350796215
4094,0,0,0,0.013888888888888888,0,0,0,2,0,0,2,0.554726368159204,0.006369720747749827
4095,0,0,0,0.041666666666666664,2,0,0,2,0,1,3,0.6373134328358209,0.022570966997461344
4096,0,0,0,0.2777777777777778,2,0,2,0,0,1,0,0.7079601990049752,0.21374913454881148
4097,0,0,1,0.8888888888888888,0,2,0,2,0,1,1,0.8049751243781095,0.7099469189937687
4098,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.019402985074626844,0.0001615508885298867
4099,0,0,0,0.08333333333333333,2,0,0,0,0,0,0,0.11144278606965174,0.016460881606277403
4100,0,1,0,0.6944444444444444,1,1,1,1,2,0,2,0.015422885572139305,0.11474728825294254
4101,0,0,0,0.08333333333333333,2,0,0,0,0,1,0,0.4069651741293532,0.036683591045465036
4102,0,1,1,0.09722222222222221,0,0,0,0,0,0,2,0.26368159203980096,0.036331640895453494
4103,0,1,1,1.0,0,0,2,0,2,1,1,0.7218905472636815,0.7492499423032541
4104,0,1,0,0.1111111111111111,0,2,0,0,0,1,0,0.3114427860696517,0.04323217170551581
4105,0,1,1,0.9305555555555555,2,0,0,2,2,0,1,0.8800995024875623,0.8066812831756289
4106,1,1,0,0.3333333333333333,0,0,0,0,0,1,2,0.7492537313432835,0.25908723747980617
4107,0,1,0,1.0,2,2,0,0,2,1,1,0.7582089552238807,0.7965497345949688
4108,0,1,1,0.4583333333333333,1,1,1,1,1,1,0,0.011940298507462671,0.06709554581121625
4109,0,0,0,0.027777777777777776,0,0,0,0,0,1,2,0.06766169154228854,0.004333025617355182
4110,0,1,0,0.9722222222222222,2,2,0,2,2,0,3,0.49452736318407964,0.5360431571659358
4111,0,0,0,0.3055555555555555,0,2,2,0,1,0,0,0.46766169154228854,0.16420493884144935
4112,0,0,0,0.8194444444444444,2,2,2,0,0,1,0,0.8079601990049752,0.6467689822294023
4113,0,0,0,0.5,1,1,1,1,1,1,1,0.020895522388059695,0.0781271636279714
4114,0,1,1,0.7083333333333333,1,1,1,1,2,0,3,0.01691542288557213,0.11654165705054235
4115,0,1,0,0.736111111111111,2,0,2,2,1,0,0,0.5885572139303483,0.4774001846295869
4116,0,1,1,0.2777777777777778,1,1,1,1,1,0,0,0.014427860696517386,0.043480267712901
4117,0,1,0,0.875,2,0,2,0,2,0,1,0.8104477611940298,0.728317562889453
4118,0,0,0,0.5555555555555556,0,2,0,0,0,0,1,0.5626865671641791,0.34074544195707357
4119,0,0,0,0.4861111111111111,1,1,1,1,1,1,3,0.008955223880596996,0.07145165012693284
4120,0,1,1,0.3611111111111111,0,0,0,0,1,0,0,0.6039800995024875,0.2325698130625433
4121,1,1,0,0.375,0,2,2,0,0,1,2,0.7691542288557214,0.28749134548811445
4122,0,0,1,0.736111111111111,2,2,0,2,1,0,1,0.44378109452736314,0.392418647588276
4123,1,1,0,0.4722222222222222,0,0,0,0,0,0,1,0.5303482587064676,0.27793099469189936
4124,1,1,0,0.2638888888888889,0,0,0,0,0,1,2,0.7631840796019901,0.2009519963074083
4125,0,1,0,0.5972222222222222,2,2,2,0,0,1,1,0.6751243781094527,0.4076678975305793
4126,0,1,1,0.08333333333333333,1,1,1,1,0,0,3,0.012935323383084563,0.012012462497115163
4127,0,0,1,0.7777777777777777,1,1,1,1,2,1,3,0.06517412935323383,0.16217401338564508
4128,0,0,0,0.7916666666666666,0,2,0,0,0,1,2,0.20945273631840794,0.24147819063004847
4129,0,1,1,0.4722222222222222,0,0,2,0,0,1,3,0.6547263681592039,0.3336198938379875
4130,0,0,0,0.1388888888888889,0,2,0,2,0,0,2,0.17910447761194026,0.040987768289868456
4131,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.019900497512437804,0.00016732056312024
4132,0,0,0,0.18055555555555555,0,0,0,0,0,1,2,0.056218905472636804,0.032540964689591514
4133,0,0,0,0.7777777777777777,0,2,0,0,0,0,2,0.799502487562189,0.6418474498038311
4134,0,1,0,0.7638888888888888,0,2,2,0,0,1,1,0.8497512437810945,0.6528790676205861
4135,0,1,1,0.5,2,2,2,2,2,1,1,0.7427860696517413,0.3877740595430418
4136,0,1,0,0.6527777777777778,1,1,1,1,1,0,0,0.01641791044776117,0.10664089545349643
4137,0,1,1,0.16666666666666666,1,1,1,1,0,1,1,0.01840796019900498,0.02464804984998846
4138,0,0,0,0.013888888888888888,0,0,2,0,0,1,2,0.6686567164179105,0.007690976228940689
4139,1,0,0,0.3333333333333333,0,2,0,0,0,1,2,0.6194029850746269,0.23882414031848603
4140,0,0,0,0.875,0,2,0,0,1,0,0,0.8124378109452737,0.7060004615739672
4141,1,0,0,0.4861111111111111,0,0,2,0,0,1,2,0.21492537313432836,0.1633741057004385
4142,0,0,0,0.9305555555555555,2,2,0,2,1,0,1,0.4203980099502488,0.44440341564735747
4143,0,0,0,0.3472222222222222,0,0,0,0,0,1,2,0.6621890547263681,0.23363143318716825
4144,0,0,0,0.29166666666666663,2,0,2,0,0,0,3,0.8517412935323382,0.25342718670666975
4145,0,0,0,0.18055555555555555,2,2,0,2,0,0,0,0.49303482587064673,0.09502077082852528
4146,0,1,0,0.4861111111111111,0,0,0,0,0,1,2,0.5666666666666667,0.29510731594738054
4147,1,1,0,0.986111111111111,1,1,1,1,2,0,0,0.06567164179104479,0.21719363027925226
4148,0,0,0,0.40277777777777773,1,1,1,1,0,0,1,0.010945273631840807,0.0672513270251558
4149,0,1,0,0.986111111111111,0,2,0,0,2,0,2,0.309452736318408,0.4034675744288022
4150,1,1,0,0.09722222222222221,0,0,0,0,0,1,2,0.7039800995024875,0.06769559196861298
4151,1,0,0,0.7916666666666666,0,2,2,0,0,1,2,0.3656716417910447,0.35486383567966767
4152,0,1,0,0.9027777777777777,2,0,2,2,2,0,0,0.5761194029850747,0.5666685898915301
4153,0,0,0,0.375,1,1,1,1,1,0,3,0.020398009950248763,0.06649549965381953
4154,0,0,0,0.08333333333333333,0,0,0,0,0,1,2,0.5636815920398011,0.052042464804985006
4155,1,0,0,1.0,2,2,2,2,2,1,1,0.9860696517412934,0.9713189476113547
4156,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.014925373134328346,0.0001096238172167089
4157,0,0,0,0.15277777777777776,0,0,0,0,0,0,1,0.2681592039800995,0.05460420032310178
4158,0,1,1,0.5416666666666666,1,1,1,1,2,0,3,0.06915422885572137,0.11183360258481423
4159,1,0,0,0.8194444444444444,2,2,2,0,0,1,2,0.7114427860696517,0.6321370874682668
4160,0,0,0,0.3611111111111111,2,0,0,2,1,0,0,0.5646766169154228,0.21804177244403417
4161,1,0,0,0.027777777777777776,0,0,2,0,0,0,3,0.3154228855721393,0.010189245326563581
4162,0,1,1,1.0,2,2,2,2,2,0,0,0.47213930348258704,0.5257962150934687
4163,0,1,0,0.9027777777777777,2,2,2,0,1,0,1,0.48557213930348253,0.4951246249711517
4164,0,1,1,1.0,0,2,2,2,2,0,1,0.9218905472636817,0.9120643895684284
4165,0,0,0,0.08333333333333333,0,0,0,2,0,1,0,0.6935323383084577,0.05810639279944612
4166,1,0,0,0.4444444444444444,1,1,1,1,1,0,1,0.015422885572139305,0.06564735748903763
4167,0,1,0,0.6944444444444444,0,0,2,0,1,0,0,0.5716417910447761,0.44511885529656126
4168,0,1,0,0.8472222222222222,2,0,2,2,2,1,3,0.43681592039800987,0.4338852988691438
4169,0,0,0,0.20833333333333331,0,2,2,0,0,1,2,0.8258706467661691,0.16598776828986847
4170,0,1,0,1.0,2,2,2,2,2,0,0,0.9641791044776119,0.9613027925225018
4171,0,0,0,0.125,1,1,1,1,0,1,3,0.006965174129353213,0.019247634433417954
4172,0,0,0,0.013888888888888888,1,1,1,1,0,0,3,0.01243781094527363,8.077544426494335e-05
4173,0,0,0,0.16666666666666666,0,0,0,0,0,1,2,0.6796019900497512,0.12094391876298179
4174,0,0,0,0.5138888888888888,0,0,0,2,0,0,1,0.10298507462686568,0.11017193630279253
4175,0,1,1,0.8472222222222222,1,1,1,1,1,0,3,0.021393034825870627,0.13935495038079854
4176,0,1,1,0.25,1,1,1,1,1,0,0,0.015422885572139305,0.03732979459958459
4177,0,0,1,0.29166666666666663,0,0,0,0,0,0,3,0.27263681592039796,0.11149896145857374
4178,0,1,1,0.9444444444444444,2,2,2,2,2,1,3,0.37960199004975126,0.4534560350796215
4179,1,0,0,0.16666666666666666,0,0,0,0,0,1,1,0.5477611940298507,0.093382183244865
4180,1,0,0,0.027777777777777776,0,0,0,0,0,0,2,0.06069651741293533,0.002659819986152781
4181,0,1,0,0.861111111111111,0,0,2,0,0,1,2,0.8268656716417909,0.7091968612970229
4182,1,0,0,0.40277777777777773,0,0,0,2,0,0,2,0.8,0.3281733210246942
4183,0,0,1,0.013888888888888888,0,2,0,2,0,0,3,0.1527363184079602,0.0017078236787445187
4184,1,1,0,0.06944444444444445,0,0,2,0,0,1,0,0.6134328358208956,0.03752019386106624
4185,0,0,0,0.013888888888888888,1,1,1,1,0,0,2,0.024378109452736302,0.0002192476344334178
4186,0,0,1,0.861111111111111,0,0,2,2,2,1,2,0.8537313432835821,0.7583314101084699
4187,0,1,1,0.5,1,1,1,1,2,0,0,0.019900497512437804,0.08067735979690746
4188,1,0,0,0.38888888888888884,0,0,2,2,0,1,2,0.8462686567164178,0.3313927994461112
4189,0,1,1,0.9583333333333333,2,2,0,2,1,0,1,0.5517412935323384,0.5616258942995616
4190,0,1,0,0.15277777777777776,2,0,0,2,0,1,1,0.7756218905472637,0.13884721901684746
4191,0,1,0,0.875,0,2,2,2,0,1,2,0.9004975124378108,0.7907800600046158
4192,0,0,0,0.3194444444444444,1,1,1,1,1,0,0,0.018905472636815884,0.04463420263097162
4193,0,0,0,0.1388888888888889,1,1,1,1,0,0,1,0.014925373134328346,0.021861297022847913
4194,0,1,0,0.986111111111111,1,1,1,1,2,1,1,0.07661691542288557,0.20575813524117242
4195,1,0,0,0.625,2,0,0,2,0,1,2,0.5154228855721392,0.3512174013385645
4196,0,1,1,0.9722222222222222,1,1,1,1,2,0,3,0.057711442786069655,0.20147126702054005
4197,0,0,1,0.3055555555555555,0,0,0,0,0,1,2,0.6616915422885572,0.20747172859450727
4198,0,1,1,0.7222222222222222,1,1,1,1,2,0,3,0.04776119402985074,0.14266097392107085
4199,0,1,0,0.7638888888888888,0,0,2,2,1,1,2,0.854726368159204,0.6605411954765752
4200,0,0,0,0.9027777777777777,2,0,2,2,2,0,1,0.4149253731343284,0.4503000230786983
4201,0,1,1,1.0,1,1,1,1,2,0,0,0.012935323383084563,0.16670320793907226
4202,0,1,0,0.1388888888888889,1,1,1,1,1,0,0,0.013432835820895522,0.01969189937687514
4203,0,0,1,0.09722222222222221,1,1,1,1,1,0,3,0.01791044776119402,0.009000692360950843
4204,1,0,0,0.06944444444444445,0,2,0,0,0,1,2,0.6696517412935323,0.0449688437572121
4205,0,1,1,0.3333333333333333,2,0,2,0,2,0,1,0.6004975124378109,0.21092199399953845
4206,0,1,1,1.0,2,2,2,2,2,1,1,0.980597014925373,0.9736845141933995
4207,0,0,0,0.29166666666666663,2,0,0,2,0,1,3,0.25174129353233826,0.11455111931687054
4208,0,1,0,0.9583333333333333,0,2,2,2,1,1,1,0.4233830845771144,0.4897992153242557
4209,0,1,1,0.611111111111111,0,2,0,2,0,1,0,0.36467661691542286,0.29198015231940916
4210,1,1,1,0.8472222222222222,0,0,2,0,1,1,2,0.4671641791044776,0.45537156704361875
4211,1,0,0,0.3333333333333333,0,2,2,0,0,1,1,0.8427860696517412,0.28593353334871907
4212,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.7199004975124377,0.008285252711747057
4213,0,0,0,0.08333333333333333,0,0,0,2,0,1,0,0.32388059701492533,0.031069697669051464
4214,0,0,0,0.05555555555555555,0,2,0,0,0,1,2,0.7144278606965173,0.04030694668820679
4215,0,1,0,1.0,0,2,2,2,2,1,2,0.8950248756218905,0.9025848142164783
4216,0,0,0,1.0,2,2,2,2,2,0,0,0.7338308457711442,0.7632067851373182
4217,1,1,0,0.19444444444444442,0,0,0,0,0,1,2,0.5656716417910447,0.1147645972767136
4218,0,0,0,0.09722222222222221,1,1,1,1,0,1,0,0.06766169154228854,0.015480036925917377
4219,0,0,0,0.6666666666666666,0,2,0,0,1,0,2,0.5661691542288557,0.43316985921994
4220,0,1,1,0.7638888888888888,1,1,1,1,1,0,3,0.01243781094527363,0.1162647126702054
4221,0,0,0,0.013888888888888888,1,1,1,1,0,0,1,0.010447761194029848,5.769674590353109e-05
4222,0,0,0,0.625,2,2,2,2,1,0,1,0.9348258706467661,0.5784733441033926
4223,0,0,0,0.041666666666666664,0,0,0,0,0,1,3,0.517910447761194,0.023263327948303717
4224,0,1,0,0.986111111111111,1,1,1,1,2,0,3,0.013432835820895522,0.16128548349873068
4225,0,1,0,0.1111111111111111,1,1,1,1,0,0,3,0.019900497512437804,0.016103161781675514
4226,0,1,0,0.041666666666666664,0,0,0,0,0,1,2,0.5731343283582089,0.027440572351719365
4227,0,1,1,0.9583333333333333,2,2,0,2,2,0,0,0.6208955223880598,0.6374048003692592
4228,0,1,1,0.013888888888888888,0,0,0,0,0,1,2,0.5,0.005735056542810985
4229,1,1,0,1.0,2,2,2,2,2,1,1,0.9701492537313433,0.9721786291253174
4230,0,0,0,0.15277777777777776,2,0,0,0,0,1,2,0.5497512437810945,0.08919339949226865
4231,0,0,0,0.986111111111111,2,2,2,2,2,0,0,0.6203980099502486,0.656519732287099
4232,0,0,0,0.013888888888888888,0,0,0,0,0,1,3,0.5144278606965175,0.005902377105931225
4233,0,1,0,0.4583333333333333,2,0,2,2,2,0,0,0.41094527363184075,0.23049849988460652
4234,0,0,0,0.2222222222222222,1,1,1,1,1,0,3,0.007960199004975133,0.03552388645280406
4235,1,1,0,0.7777777777777777,2,2,2,2,1,0,2,0.7701492537313434,0.6292349411493192
4236,0,0,0,0.013888888888888888,1,1,1,1,0,0,1,0.01691542288557213,0.00013270251557812116
4237,0,0,0,0.06944444444444445,0,0,2,0,0,1,2,0.5154228855721392,0.03780290791599354
4238,0,1,1,0.7916666666666666,1,1,1,1,1,0,3,0.011442786069651711,0.12033233325640434
4239,0,1,1,0.7777777777777777,0,2,2,0,1,1,1,0.17761194029850746,0.22532887145165015
4240,0,0,0,0.1111111111111111,0,2,2,0,0,1,2,0.753731343283582,0.08710477729056082
4241,0,1,1,0.3055555555555555,2,2,2,0,0,0,3,0.426865671641791,0.16192591737825987
4242,0,0,0,0.013888888888888888,1,1,1,1,0,0,3,0.014925373134328346,0.0001096238172167089
4243,0,0,1,0.5555555555555556,2,0,0,2,0,1,1,0.45621890547263677,0.2817389799215324
4244,0,1,1,0.6388888888888888,1,1,1,1,2,0,1,0.014925373134328346,0.09666512808677591
4245,0,1,1,0.875,1,1,1,1,2,0,3,0.014427860696517386,0.1450553888760674
4246,0,1,1,0.9444444444444444,2,2,2,0,2,1,2,0.9149253731343284,0.8595315024232634
4247,0,1,1,0.9583333333333333,2,2,0,2,2,1,1,0.8766169154228854,0.8357892914839603
4248,0,1,0,0.7777777777777777,0,2,2,2,0,0,2,0.7194029850746269,0.5882529425340411
4249,0,1,1,0.1388888888888889,0,2,2,0,1,1,3,0.4741293532338309,0.07399607662127856
4250,0,0,0,0.875,2,2,2,2,1,0,1,0.8582089552238806,0.7583660281560121
4251,0,1,1,0.3333333333333333,2,2,2,2,2,1,3,0.34079601990049746,0.1372432494807293
4252,0,0,0,0.2638888888888889,0,0,2,0,0,1,3,0.37661691542288556,0.11713593353334874
4253,0,1,1,0.3055555555555555,0,0,2,0,0,1,2,0.7014925373134329,0.21536464343411033
4254,0,1,0,0.40277777777777773,2,2,0,0,0,1,2,0.6587064676616915,0.28251788599123007
4255,0,1,0,0.18055555555555555,0,0,2,0,1,1,3,0.5676616915422885,0.11200669282252482
4256,0,1,0,0.9722222222222222,1,1,1,1,2,1,0,0.0771144278606965,0.2294195707362105
4257,0,1,0,0.6805555555555555,0,2,2,0,0,0,2,0.8074626865671642,0.5776828986845142
4258,1,1,0,0.5972222222222222,2,0,2,2,1,1,3,0.908457711442786,0.5552100161550888
4259,0,0,0,0.041666666666666664,1,1,1,1,0,1,3,0.013432835820895522,0.004725363489499192
4260,0,1,1,0.5833333333333333,0,0,2,2,1,0,2,0.546268656716418,0.3541945534271867
4261,0,0,0,0.7916666666666666,0,2,0,2,1,1,3,0.3621890547263681,0.3595545811216247
4262,1,0,0,0.027777777777777776,2,0,2,0,0,0,0,0.4791044776119403,0.008741057004384954
4263,0,1,0,1.0,2,2,2,2,2,1,1,0.9681592039800994,0.9570274636510501
4264,1,0,0,0.6388888888888888,0,2,2,0,0,1,2,0.8577114427860696,0.5590872374798062
4265,1,1,0,0.9166666666666666,0,0,0,2,0,1,1,0.8139303482587064,0.7908031387029771
4266,0,0,0,0.861111111111111,2,2,0,2,1,0,2,0.8333333333333334,0.7512635587352874
4267,0,1,0,1.0,2,2,2,2,2,1,0,0.7253731343283583,0.7638010616201246
4268,0,1,1,0.4861111111111111,0,2,0,2,1,1,2,0.7109452736318408,0.36312024001846294
4269,0,1,0,0.2361111111111111,2,2,2,0,0,0,1,0.7159203980099502,0.16563004846526658
4270,0,1,0,1.0,2,2,2,2,2,1,2,0.7378109452736319,0.7809023771059312
4271,0,1,1,0.38888888888888884,1,1,1,1,1,0,3,0.01641791044776117,0.06048926840526195
4272,0,1,0,0.7777777777777777,1,1,1,1,2,1,1,0.06865671641791044,0.1509750750057697
4273,0,0,0,0.4305555555555555,0,0,0,2,0,1,1,0.6129353233830845,0.2752538656819755
4274,0,0,0,0.625,1,1,1,1,1,0,0,0.005970149253731349,0.09791137779829218
4275,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.07462686567164178,0.0008019847680590811
4276,0,0,0,0.027777777777777776,0,2,0,0,0,1,3,0.3119402985074627,0.011066235864297256
4277,0,0,0,0.08333333333333333,1,1,1,1,0,1,3,0.026865671641791017,0.010466189706900532
4278,0,1,0,0.6666666666666666,0,2,2,0,1,1,2,0.7840796019900497,0.5393664897299792
4279,0,1,1,0.3472222222222222,1,1,1,1,0,1,0,0.07114427860696515,0.060933533348719135
4280,0,1,1,0.8888888888888888,1,1,1,1,2,1,0,0.014427860696517386,0.14484768059081468
4281,0,0,0,0.6944444444444444,2,2,0,0,0,1,3,0.16666666666666663,0.2035079621509347
4282,0,1,1,0.7222222222222222,0,0,2,0,1,0,0,0.8258706467661691,0.6095430417724441
4283,1,1,0,0.05555555555555555,0,0,0,0,0,1,2,0.5169154228855721,0.03018116778213709
4284,1,0,0,0.4444444444444444,0,0,0,0,0,0,2,0.7233830845771144,0.33223517193630275
4285,0,1,1,0.625,2,2,0,2,2,0,1,0.553233830845771,0.3868220632356335
4286,0,1,0,0.125,2,0,0,0,0,1,2,0.6945273631840796,0.09029540733902608
4287,1,1,0,0.9166666666666666,0,0,2,2,1,1,1,0.872636815920398,0.802729056081237
4288,0,0,1,0.041666666666666664,0,0,2,0,0,0,2,0.7323383084577114,0.027492499423032543
4289,0,0,0,0.75,1,1,1,1,2,0,3,0.01840796019900498,0.1223921070851604
4290,0,1,1,0.013888888888888888,0,0,0,2,0,0,2,0.21741293532338307,0.002457881375490422
4291,0,1,1,0.8888888888888888,2,2,0,2,2,0,0,0.9159203980099503,0.8052734825755827
4292,1,0,0,0.4305555555555555,0,0,0,0,0,1,2,0.5537313432835821,0.25367528271405493
4293,0,0,0,0.19444444444444442,0,0,0,0,0,1,3,0.7119402985074627,0.12812139395338104
4294,0,0,0,0.16666666666666666,2,0,0,0,1,1,1,0.6656716417910448,0.11080660050773136
4295,1,1,0,0.9305555555555555,2,2,0,2,1,1,0,0.4248756218905473,0.47318255250403873
4296,0,1,1,0.4861111111111111,2,0,2,2,0,0,2,0.5373134328358209,0.29422455573505657
4297,0,0,0,0.625,2,0,0,2,2,0,3,0.5502487562189055,0.38429494576505885
4298,0,0,0,0.1388888888888889,0,0,0,0,0,0,3,0.2761194029850746,0.05461573967228249
4299,1,0,0,0.40277777777777773,2,2,0,0,0,1,0,0.4009950248756219,0.19618624509577662
4300,0,0,0,0.3333333333333333,1,1,1,1,1,0,0,0.06318407960199005,0.06767251327025156
4301,0,1,1,0.9166666666666666,1,1,1,1,2,1,3,0.014925373134328346,0.1529771520886222
4302,0,0,0,0.7083333333333333,2,0,0,0,1,0,3,0.6776119402985074,0.49023194091853217
4303,0,1,0,0.625,1,1,1,1,2,0,3,0.07213930348258707,0.12719247634433417
4304,0,1,0,0.6805555555555555,1,1,1,1,1,0,1,0.007462686567164173,0.10384260327717518
4305,0,1,0,0.40277777777777773,1,1,1,1,2,1,3,0.012935323383084563,0.058042926378952225
4306,0,1,1,0.5555555555555556,2,2,0,2,0,1,1,0.9139303482587063,0.5135356565889684
4307,1,0,0,0.5138888888888888,0,0,0,0,0,1,2,0.7791044776119402,0.4109739210708516
4308,0,0,0,0.3472222222222222,0,0,0,0,0,0,2,0.5124378109452736,0.19738633741057005
4309,0,0,0,0.3055555555555555,0,0,2,0,0,1,2,0.3218905472636816,0.12168243711054696
4310,0,0,0,1.0,2,2,2,2,2,1,0,0.47114427860696506,0.5247749826909762
4311,0,0,0,0.09722222222222221,0,2,0,0,0,1,1,0.21741293532338307,0.031675513501038546
4312,0,1,1,0.4583333333333333,0,2,2,2,2,0,1,0.635323383084577,0.2982114008769905
4313,0,0,0,0.3194444444444444,0,2,0,2,0,1,3,0.6054726368159203,0.20366374336487422
4314,1,0,0,0.3333333333333333,0,2,0,0,0,1,2,0.8258706467661691,0.27940803138702974
4315,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.6099502487562188,0.007010154627279021
4316,0,0,0,0.9583333333333333,2,2,2,2,2,0,3,0.7203980099502488,0.7273597969074544
4317,0,0,1,0.041666666666666664,1,1,1,1,1,1,1,0.02288557213930348,0.004454188783752596
4318,0,0,0,0.7777777777777777,0,2,0,2,1,1,0,0.572139303482587,0.4922513270251557
4319,0,0,0,0.9027777777777777,2,0,2,2,1,1,1,0.9129353233830845,0.821584352642511
4320,0,1,0,0.986111111111111,1,1,1,1,1,0,2,0.025870646766169153,0.1755077313639511
4321,1,0,0,0.19444444444444442,0,0,2,0,0,1,0,0.617910447761194,0.11992845603507962
4322,0,0,0,0.027777777777777776,0,0,0,0,0,1,2,0.5164179104477612,0.012116316639741519
4323,0,0,0,0.4444444444444444,0,0,0,0,1,0,2,0.6547263681592039,0.31883798753750286
4324,0,0,0,0.5555555555555556,2,0,2,0,0,0,2,0.4895522388059702,0.31297022847911377
4325,0,0,0,0.013888888888888888,1,1,1,1,0,0,1,0.02487562189054726,0.00022501730902377065
4326,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.7049751243781094,0.008112162474036465
4327,0,0,0,0.09722222222222221,0,0,0,0,0,1,3,0.5139303482587065,0.05521578582967921
4328,0,1,0,0.20833333333333331,0,0,0,0,0,1,2,0.32686567164179103,0.07989268405261944
4329,0,1,1,0.2361111111111111,2,0,2,0,0,0,2,0.7577114427860697,0.18329102238633743
4330,0,0,0,0.2638888888888889,0,2,2,0,0,1,2,0.5970149253731343,0.16987652896376645
4331,0,0,0,0.986111111111111,1,1,1,1,2,0,0,0.072636815920398,0.21685898915301177
4332,0,1,1,0.75,2,0,0,2,2,0,0,0.41542288557213924,0.3756231248557581
4333,0,1,0,0.4305555555555555,2,2,0,2,0,1,1,0.7194029850746269,0.33590468497576736
4334,0,0,0,0.15277777777777776,2,0,0,0,0,0,2,0.5786069651741294,0.09461112393261022
4335,1,0,0,0.25,0,0,2,0,0,1,2,0.663681592039801,0.16441841680129243
4336,1,0,0,1.0,2,2,0,2,2,1,0,0.9139303482587063,0.8917493653357951
4337,1,0,0,0.986111111111111,0,2,0,0,0,1,1,0.8099502487562189,0.7999480729286867
4338,1,0,0,0.06944444444444445,0,0,2,2,0,0,1,0.27014925373134324,0.022611354719593815
4339,0,1,0,0.5277777777777778,0,0,2,2,1,0,1,0.5049751243781094,0.3058677590583891
4340,0,0,1,0.06944444444444445,0,0,0,2,0,1,0,0.3024875621890547,0.024971151627048233
4341,1,0,0,0.027777777777777776,0,0,0,0,0,1,2,0.2577114427860696,0.008521809369951536
4342,1,0,0,0.7222222222222222,2,0,2,0,2,0,0,0.41393034825870645,0.35592545580429263
4343,1,0,0,0.1111111111111111,0,0,0,0,0,1,2,0.572139303482587,0.06778790676205862
4344,0,0,0,0.9444444444444444,0,2,2,0,2,1,2,0.6208955223880598,0.6129009923840295
4345,0,1,1,0.9583333333333333,1,1,1,1,1,1,1,0.02288557213930348,0.15973921070851604
4346,0,1,0,0.5833333333333333,2,2,0,2,0,1,1,0.4791044776119403,0.3126009693053312
4347,0,0,0,0.6944444444444444,0,2,0,2,2,1,3,0.8154228855721393,0.5792349411493192
4348,0,0,0,0.013888888888888888,1,1,1,1,0,1,3,0.008457711442786064,3.4618047542118394e-05
